,ID,Type,SKU,Parent,Name,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Position,Short description,Description,Categories,Sale price,Regular price,Tiered pricing type,Tiered pricing minimum product quantity,Fixed Tiered Prices,Percentage Tiered Prices,Supplier Id,Supplier Name,Supplier Slug,Supplier Description,Supplier Email,Supplier Account Number,Published,Is featured?,Visibility in catalog,Shipping class,Images,Upsells,Cross-sells,Tags,Tax class,Tax status,In stock?,Stock,Low stock amount,Attribute 2 name,Attribute 2 global,Attribute 2 visible,Attribute 2 value(s),Attribute 3 name,Attribute 3 global,Attribute 3 visible,Attribute 3 value(s),Attribute 4 name,Attribute 4 global,Attribute 4 visible,Attribute 4 value(s),Attribute 5 name,Attribute 5 global,Attribute 5 visible,Attribute 5 value(s),Attribute 6 name,Attribute 6 global,Attribute 6 visible,Attribute 6 value(s)
14,15,variable,100562010009 ,,Bambus-Esslernschale,Versandeinheit,Paket,1,1,,4,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12 ","













Die Bambus-Esslernschale ist die natürliche, nachhaltige Alternative zu herkömmlichem Geschirr. Sie ist nachhaltig, umweltfreundlich und gleichzeitig sehr robust! Die Bambusschüssel lässt sich leicht am Tisch befestigen und bleibt an Ort und Stelle, um Ausrutschen, Verschütten und Stolpern zu vermeiden.
Lieferumfang: Eine Breischale mit Saugnapfboden und Babylöffel mit weicher Silikonspitze.
Material: 100 % Bambus. Die Schüssel sorgt für Entspannung bei jeder Mahlzeit und verzichtet vollkommen auf schädliche, chemische Zusätze. Sie ist umweltfreundlich und wird Ihnen viele Jahre treue Dienste leisten.
Gebrauchshinweise: Die Breischale aus Bambus ist nicht spülmaschinengeeignet. Die Breischale ist für heiße als auch kalte Speisen. Sie ist nicht für die Mikrowelle oder den Ofen geeignet.",biomondi in der Küche,,18.52,fixed,1,"24:18.52, 48:18.13, 72:17.62, 96:17.37, 120:17.11, 144:16.86, 168:16.35, 192:16.09, 216:15.83, 240:15.58, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/20220408_110904-ohneHintergrund.jpg?v=1649700472, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110904-ohneHintergrund.jpg?v=1649700472, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110925-ohneHintergrund.jpg?v=1649660466, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110947-ohneHintergrund.jpg?v=1649660471, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_111441-ohneHintergrund.png?v=1649660481",,,Bambus|Deko|Geschenke|Geschirr|Grillen|Kinder|Küche|Party|Set|Sommer|Teller,,taxable,1,,,,,,,,,,,Menge pro Produkt,1,1,250ml (mit Saugnapf),,,,,Farben,1,1,Pink
15,16,variation,100562010009-PAL ,100562010009,Bambus-Esslernschale,Versandeinheit,Palette,,1,,5,"Bambus-Esslernschale 250ml (mit Saugnapf) , Anzahl 
pro Verp. = 1 Stück , Umverpackung/ VE = , VE je Karton = 48 , Kartons auf Palette
 = 12 ","













Die Bambus-Esslernschale ist die natürliche, nachhaltige Alternative zu herkömmlichem Geschirr. Sie ist nachhaltig, umweltfreundlich und gleichzeitig sehr robust! Die Bambusschüssel lässt sich leicht am Tisch befestigen und bleibt an Ort und Stelle, um Ausrutschen, Verschütten und Stolpern zu vermeiden.
Lieferumfang: Eine Breischale mit Saugnapfboden und Babylöffel mit weicher Silikonspitze.
Material: 100 % Bambus. Die Schüssel sorgt für Entspannung bei jeder Mahlzeit und verzichtet vollkommen auf schädliche, chemische Zusätze. Sie ist umweltfreundlich und wird Ihnen viele Jahre treue Dienste leisten.
Gebrauchshinweise: Die Breischale aus Bambus ist nicht spülmaschinengeeignet. Die Breischale ist für heiße als auch kalte Speisen. Sie ist nicht für die Mikrowelle oder den Ofen geeignet.",biomondi in der Küche,,15.32,fixed,1,"288:15.32, 576:15.20, 864:15.07, 1152:14.94, 1440:14.81, 1728:14.69, 2016:14.56, 2304:14.43, 2592:14.30, 2880:14.05, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/20220408_110904-ohneHintergrund.jpg?v=1649700472, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110904-ohneHintergrund.jpg?v=1649700472, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110925-ohneHintergrund.jpg?v=1649660466, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_110947-ohneHintergrund.jpg?v=1649660471, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/20220408_111441-ohneHintergrund.png?v=1649660481",,,Bambus|Deko|Geschenke|Geschirr|Grillen|Kinder|Küche|Party|Set|Sommer|Teller,,taxable,1,,,,,,,,,,,Menge pro Produkt,1,1,250ml (mit Saugnapf),,,,,Farben,1,1,Pink
16,17,variable,100112010000 ,,Bambus-Einwegstrohhalm,Versandeinheit,Paket,1,1,,0,"Bambus-Einwegstrohhalm 8 mm x 210 mm , Anzahl 
pro Verp. = 50 Stück , Umverpackung/ VE = , VE je Karton = 103 , Kartons auf Palette
 = 12 ","Mit unseren umweltfreundlichen biomondi Einweg-Trinkhalmen aus Bambus können Sie jetzt ganz umweltbewusst handeln. Sie werden aus natürlichen Bambusfasern hergestellt und sind frei von Chemikalien und Kunststoffen. Sie sind geschmacksneutral und hitzebeständig und werden in heißen Flüssigkeiten nicht weich. Unsere hölzernen Trinkhalme sind lebensmittelecht. Sie werden in einer Packung mit insgesamt 50 Stück geliefert.





Anwendung:Die Einweg-Strohhalme aus Bambus können wie herkömmliche Einwegstrohhalme verwendet werden. Sie sind für alle Getränke geeignet: Für Kohlensäure, alkoholische, kalte und heiße Getränke (0°C bis 80°C). Die Trinkhalme sind knickbar, geschmacksneutral und weichen auch über längere Zeit nicht auf.
Lieferumfang:50 Stück










Material:70% Bambus, 30% Pflanzenstärke










Größe:Ø: 8 mmLänge: 21 cm










Entsorgung:Die Strohhalme sind biologisch abbaubar. Aufgrund der Brennbarkeit empfehlen wir, die Strohhalme im Restmüll zu entsorgen.










Verpackung:Karton 100% plastikfrei und biologisch abbaubar.Die Verpackung im Altpapiermüll entsorgen.




",biomondi in der Küche,,0.15,fixed,1,"2575:0.15, 5150:0.14, 7725:0.14, 10300:0.14, 12875:0.13, 15450:0.13, 18025:0.13, 20600:0.13, 23175:0.12, 25750:0.12, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Unbenannt-2-2.jpg?v=1629814647, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/1-2Kopie.jpg?v=1648421554, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/StrohhalmBambus.png?v=1648421554, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03525.jpg?v=1648421550, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/abdc53a58abb4ffaa78e8413bf35058a.thumbnail.0000000.jpg?v=1649372414",,,Bambus|Becher|Deko|Einweg|Einweggeschirr|Garten|Geschirr|Grillen|Küche|Party|Set|Sommer|Teller|Trinkbecher,,taxable,1,,,Größe,1,1,8 mm x 210 mm,,,,,,,,,,,,,Farben,1,1,Natur
17,18,variation,100112010000-PAL ,100112010000,Bambus-Einwegstrohhalm,Versandeinheit,Palette,,1,,1,"Bambus-Einwegstrohhalm 8 mm x 210 mm , Anzahl 
pro Verp. = 50 Stück , Umverpackung/ VE = , VE je Karton = 103 , Kartons auf Palette
 = 12 ","Mit unseren umweltfreundlichen biomondi Einweg-Trinkhalmen aus Bambus können Sie jetzt ganz umweltbewusst handeln. Sie werden aus natürlichen Bambusfasern hergestellt und sind frei von Chemikalien und Kunststoffen. Sie sind geschmacksneutral und hitzebeständig und werden in heißen Flüssigkeiten nicht weich. Unsere hölzernen Trinkhalme sind lebensmittelecht. Sie werden in einer Packung mit insgesamt 50 Stück geliefert.





Anwendung:Die Einweg-Strohhalme aus Bambus können wie herkömmliche Einwegstrohhalme verwendet werden. Sie sind für alle Getränke geeignet: Für Kohlensäure, alkoholische, kalte und heiße Getränke (0°C bis 80°C). Die Trinkhalme sind knickbar, geschmacksneutral und weichen auch über längere Zeit nicht auf.
Lieferumfang:50 Stück










Material:70% Bambus, 30% Pflanzenstärke










Größe:Ø: 8 mmLänge: 21 cm










Entsorgung:Die Strohhalme sind biologisch abbaubar. Aufgrund der Brennbarkeit empfehlen wir, die Strohhalme im Restmüll zu entsorgen.










Verpackung:Karton 100% plastikfrei und biologisch abbaubar.Die Verpackung im Altpapiermüll entsorgen.




",biomondi in der Küche,,0.12,fixed,1,"30900:0.12, 61800:0.12, 92700:0.12, 123600:0.12, 154500:0.12, 185400:0.12, 216300:0.11, 247200:0.11, 278100:0.11, 309000:0.11, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Unbenannt-2-2.jpg?v=1629814647, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/1-2Kopie.jpg?v=1648421554, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/StrohhalmBambus.png?v=1648421554, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC03525.jpg?v=1648421550, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/abdc53a58abb4ffaa78e8413bf35058a.thumbnail.0000000.jpg?v=1649372414",,,Bambus|Becher|Deko|Einweg|Einweggeschirr|Garten|Geschirr|Grillen|Küche|Party|Set|Sommer|Teller|Trinkbecher,,taxable,1,,,Größe,1,1,8 mm x 210 mm,,,,,,,,,,,,,Farben,1,1,Natur
18,19,variable,100560030000 ,,Schilf-Strohhalm,Versandeinheit,Paket,1,1,,0,"Schilf-Strohhalm 7 mm x 200 mm , Anzahl 
pro Verp. = 100 Stück , Umverpackung/ VE = , VE je Karton = 67 , Kartons auf Palette
 = 12 ","Unsere Schilfhalme sind ideal für Restaurants, Bars und Veranstaltungen. Diese pflanzlichen Schilfhalme saugen sich nicht mit Flüssigkeit voll. Schilfrohrstrohhalme sind lebensmittelecht, geschmacksneutral und hitzebeständig - so bleiben die Getränke auch bei Erhitzung angenehm schlürfbar! Sie sind zu 100% biologisch abbaubar, frei von Chemikalien und Kunststoffen und außerdem kompostierbar. Diese Halme sind die perfekte, hochwertige Alternative zu Plastikstrohhalmen.
Maße:200mm lang Ø ca. 7mm
Lieferumfang:100 Schilf- Strohhalme
Wichtige Information:
Unsere Schilf- Trinkhalme sind für alle Gelegenheiten gedacht. Nach Gebrauch können die Trinkhalme sorglos kompostiert werden.
Das soll aber nicht bedeuten, dass sie nur als Einweglösung genutzt werden können. Sie sind dank ihrer stabilen Struktur unter fließendem Wasser leicht auszuwaschen.
Zusätzlich können die Schilf- Trinkhalme mit kochendem Wasser oder mit Essig sterilisiert/desinfiziert werden.",biomondi in der Küche,,0.15,fixed,1,"3350:0.15, 6700:0.14, 10050:0.14, 13400:0.14, 16750:0.13, 20100:0.13, 23450:0.13, 26800:0.13, 30150:0.12, 33500:0.12, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Schilf-Strohhalme_1.jpg?v=1660545084, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schilf-Strohhalme_1.jpg?v=1660545084, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/453-removebg-preview.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Strohhalme_Schilf.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Strohhalme_Schilf_2.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC0659.jpg?v=1660545047",,,,,taxable,1,,,Größe,1,1,7 mm x 200 mm,,,,,,,,,,,,,Farben,1,1,Natur
19,20,variation,100560030000-PAL ,100560030000,Schilf-Strohhalm,Versandeinheit,Palette,,1,,1,"Schilf-Strohhalm 7 mm x 200 mm , Anzahl 
pro Verp. = 100 Stück , Umverpackung/ VE = , VE je Karton = 67 , Kartons auf Palette
 = 12 ","Unsere Schilfhalme sind ideal für Restaurants, Bars und Veranstaltungen. Diese pflanzlichen Schilfhalme saugen sich nicht mit Flüssigkeit voll. Schilfrohrstrohhalme sind lebensmittelecht, geschmacksneutral und hitzebeständig - so bleiben die Getränke auch bei Erhitzung angenehm schlürfbar! Sie sind zu 100% biologisch abbaubar, frei von Chemikalien und Kunststoffen und außerdem kompostierbar. Diese Halme sind die perfekte, hochwertige Alternative zu Plastikstrohhalmen.
Maße:200mm lang Ø ca. 7mm
Lieferumfang:100 Schilf- Strohhalme
Wichtige Information:
Unsere Schilf- Trinkhalme sind für alle Gelegenheiten gedacht. Nach Gebrauch können die Trinkhalme sorglos kompostiert werden.
Das soll aber nicht bedeuten, dass sie nur als Einweglösung genutzt werden können. Sie sind dank ihrer stabilen Struktur unter fließendem Wasser leicht auszuwaschen.
Zusätzlich können die Schilf- Trinkhalme mit kochendem Wasser oder mit Essig sterilisiert/desinfiziert werden.",biomondi in der Küche,,0.12,fixed,1,"40200:0.12, 80400:0.12, 120600:0.12, 160800:0.12, 201000:0.12, 241200:0.12, 281400:0.11, 321600:0.11, 361800:0.11, 402000:0.11, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Schilf-Strohhalme_1.jpg?v=1660545084, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schilf-Strohhalme_1.jpg?v=1660545084, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/453-removebg-preview.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Strohhalme_Schilf.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Strohhalme_Schilf_2.png?v=1660545047, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/DSC0659.jpg?v=1660545047",,,,,taxable,1,,,Größe,1,1,7 mm x 200 mm,,,,,,,,,,,,,Farben,1,1,Natur
20,21,variable,100642530008 ,,Bio-Strohhalm,Versandeinheit,Paket,1,1,,0,"Bio-Strohhalm 8 mm x 200 mm , Anzahl 
pro Verp. = 300 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12 ","Wir sind stolz und freuen uns, Ihnen unsere neueste Entwicklung zum Thema Umweltschutz präsentieren zu können: den zu 100 % in Deutschland entwickelten, hergestellten, PLA-freien und hitzebeständigen Bio-Trinkhalm von biomondi.
Die wichtigsten Eigenschaften:  


Wiederverwendbar und somit umweltfreundlich und Ressourcen sparend

Biologisch abbaubar (DIN EN 13432) und heimkompostierbar (zertifiziert durch DIN CERTCO nach Norm NF T51-800)
Zur Reinigung in der Spülmaschine geeignet

Frei von PLA und BPA
Neuartiger Rohstoff auf Zucker-, Glukose- und Holzbasis
Für alle kalten und heißen Getränke bis 85°C geeignet
Länge: 200 mm Durchmesser: 8 mm

Made in Germany - in Deutschland entwickelt und gefertigt

 Einsatzmöglichkeiten:  Der vielfältige ökologische Trinkhalm von biomondi ist in allen gängigen kalten sowie heißen (max. 85°C) Getränken einsetzbar. Bitte reinigen Sie die Trinkhalme vor dem ersten und nach jedem Gebrauch (idealerweise in der Spülmaschine).  Material:  Die lebensmittelechten Bio-Trinkhalme von biomondi sind aus einem Rohstoff hergestellt, welcher überwiegend auf Zucker und Holz basiert. Ein weichmacherfreier und ökologischer Werkstoff, der sich in die Bestandteile CO2, Wasser und Biomasse umwandelt. Die Trinkhalme sind biologisch abbaubar nach DIN EN 13432 und auch von DIN CERTCO als heimkompostierbar zertifiziert nach NF T51-800.  Lagerung und Verpackung:  Sie erhalten die Trinkhalme in einer formschönen und innovativen Kartonverpackung, welche sich problemlos öffnen und schließen lässt. So sind Ihre Trinkhalme immer gut geschützt und griffbereit. Bitte Lagern Sie die Trinkhalme trocken bei &lt; 30°C.  Alle Angaben erfolgen nach aktuellem Kenntnisstand.",biomondi in der Küche,,0.09,fixed,1,"2700:0.09, 5400:0.09, 8100:0.08, 10800:0.08, 13500:0.08, 16200:0.08, 18900:0.08, 21600:0.08, 24300:0.07, 27000:0.07, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/heroersatz.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/heroersatz.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/hero2bearbeitet.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Masse.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Vergleichstabelle.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Benefits2.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Benefits.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Marke.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Bio-SrohhalmeSchwarz.jpg?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/BioStrohhalme.jpg?v=1669392176",,,Basteln|Bio|Biologisch abbaubar|Camping|Trinkhalme|Trinkhalme schwarz|Trinkhalme wiederverwendbar,,taxable,1,,,Größe,1,1,8 mm x 200 mm,,,,,,,,,,,,,Farben,1,1,Natur
21,22,variation,100642530008-PAL ,100642530008,Bio-Strohhalm,Versandeinheit,Palette,,1,,1,"Bio-Strohhalm 8 mm x 200 mm , Anzahl 
pro Verp. = 300 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12 ","Wir sind stolz und freuen uns, Ihnen unsere neueste Entwicklung zum Thema Umweltschutz präsentieren zu können: den zu 100 % in Deutschland entwickelten, hergestellten, PLA-freien und hitzebeständigen Bio-Trinkhalm von biomondi.
Die wichtigsten Eigenschaften:  


Wiederverwendbar und somit umweltfreundlich und Ressourcen sparend

Biologisch abbaubar (DIN EN 13432) und heimkompostierbar (zertifiziert durch DIN CERTCO nach Norm NF T51-800)
Zur Reinigung in der Spülmaschine geeignet

Frei von PLA und BPA
Neuartiger Rohstoff auf Zucker-, Glukose- und Holzbasis
Für alle kalten und heißen Getränke bis 85°C geeignet
Länge: 200 mm Durchmesser: 8 mm

Made in Germany - in Deutschland entwickelt und gefertigt

 Einsatzmöglichkeiten:  Der vielfältige ökologische Trinkhalm von biomondi ist in allen gängigen kalten sowie heißen (max. 85°C) Getränken einsetzbar. Bitte reinigen Sie die Trinkhalme vor dem ersten und nach jedem Gebrauch (idealerweise in der Spülmaschine).  Material:  Die lebensmittelechten Bio-Trinkhalme von biomondi sind aus einem Rohstoff hergestellt, welcher überwiegend auf Zucker und Holz basiert. Ein weichmacherfreier und ökologischer Werkstoff, der sich in die Bestandteile CO2, Wasser und Biomasse umwandelt. Die Trinkhalme sind biologisch abbaubar nach DIN EN 13432 und auch von DIN CERTCO als heimkompostierbar zertifiziert nach NF T51-800.  Lagerung und Verpackung:  Sie erhalten die Trinkhalme in einer formschönen und innovativen Kartonverpackung, welche sich problemlos öffnen und schließen lässt. So sind Ihre Trinkhalme immer gut geschützt und griffbereit. Bitte Lagern Sie die Trinkhalme trocken bei &lt; 30°C.  Alle Angaben erfolgen nach aktuellem Kenntnisstand.",biomondi in der Küche,,0.07,fixed,1,"32400:0.07, 64800:0.07, 97200:0.07, 129600:0.07, 162000:0.07, 194400:0.07, 226800:0.07, 259200:0.07, 291600:0.07, 324000:0.07, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/heroersatz.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/heroersatz.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/hero2bearbeitet.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Masse.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Vergleichstabelle.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Benefits2.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Benefits.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Marke.png?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Bio-SrohhalmeSchwarz.jpg?v=1669391954, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/BioStrohhalme.jpg?v=1669392176",,,Basteln|Bio|Biologisch abbaubar|Camping|Trinkhalme|Trinkhalme schwarz|Trinkhalme wiederverwendbar,,taxable,1,,,Größe,1,1,8 mm x 200 mm,,,,,,,,,,,,,Farben,1,1,Natur
22,23,variable,100680060000 ,,Kokosnuss-Set ,Versandeinheit,Paket,1,1,,0,"Kokosnuss-Set Schüsseln & Löffel , Anzahl 
pro Verp. = 2 Stück , Umverpackung/ VE = , VE je Karton = 40 , Kartons auf Palette
 = 12 ","Unser Kokosnuss-Set besteht aus 2 Schalen und 2 Löffeln mit jeweils einem einzigartigen Muster. Das Biomondi Coconut Schalen-Set ist handgefertigt und besteht aus einzigartigen polierten Kokosnussschalen und Löffeln. Das Ergebnis: Kokosnussschalen von bester Qualität, die zu jedem Tisch und jeder Küche passen. Das Set kann für das Frühstück, Smoothie-Bowls, Müsli oder Salate verwendet werden! Und das Beste daran? Es ist 100% biologisch abbaubar, nachhaltig, natürlich und umweltfreundlich.

Lieferumfang:2 Schüsseln und 2 Löffel
Material:Schüsseln: 100% KokosnussschaleLöffel: 100% Stamm der Kokosnusspalme
",biomondi in der Küche,,7.31,fixed,1,"40:7.31, 80:7.16, 120:6.96, 160:6.85, 200:6.75, 240:6.65, 280:6.45, 320:6.35, 360:6.25, 400:6.15, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Schale_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_Loeffel_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_2ec2a1fc-313d-4192-b37f-8cb5f876ea18.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Bild5.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_3.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_Loeffel.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_4.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/71cr5UINnkL._AC_SL1500.jpg?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/71rrU3sngwL._AC_SL1500.jpg?v=1648421414",,,,,taxable,1,,,,,,,,,,,,,,,enthalten,1,1,Schüsseln & Löffel,Farben,1,1,Natur
23,24,variation,100680060000-PAL ,100680060000,Kokosnuss-Set ,Versandeinheit,Palette,,1,,1,"Kokosnuss-Set Schüsseln & Löffel , Anzahl 
pro Verp. = 2 Stück , Umverpackung/ VE = , VE je Karton = 40 , Kartons auf Palette
 = 12 ","Unser Kokosnuss-Set besteht aus 2 Schalen und 2 Löffeln mit jeweils einem einzigartigen Muster. Das Biomondi Coconut Schalen-Set ist handgefertigt und besteht aus einzigartigen polierten Kokosnussschalen und Löffeln. Das Ergebnis: Kokosnussschalen von bester Qualität, die zu jedem Tisch und jeder Küche passen. Das Set kann für das Frühstück, Smoothie-Bowls, Müsli oder Salate verwendet werden! Und das Beste daran? Es ist 100% biologisch abbaubar, nachhaltig, natürlich und umweltfreundlich.

Lieferumfang:2 Schüsseln und 2 Löffel
Material:Schüsseln: 100% KokosnussschaleLöffel: 100% Stamm der Kokosnusspalme
",biomondi in der Küche,,6.05,fixed,1,"480:6.05, 960:6.00, 1440:5.95, 1920:5.90, 2400:5.85, 2880:5.80, 3360:5.75, 3840:5.70, 4320:5.64, 4800:5.54, ",,,,,,,,1,0,visible,,"https://biomondi.de/cdn/shop/products/Schale_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_Loeffel_2.png?v=1647254435, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_2ec2a1fc-313d-4192-b37f-8cb5f876ea18.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Bild5.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_3.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_Loeffel.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale_4.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/Schale.png?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/71cr5UINnkL._AC_SL1500.jpg?v=1648421414, https://cdn.shopify.com/s/files/1/0447/8671/2736/products/71rrU3sngwL._AC_SL1500.jpg?v=1648421414",,,,,taxable,1,,,,,,,,,,,,,,,enthalten,1,1,Schüsseln & Löffel,Farben,1,1,Natur
