,SKU,Product Description,Menge / Unit (Reference),Product Qty,Purchase,Shipping,Free Shipping,Purchace incl. Freight,Purchasing Total,Margin %,Yield,Unique Selling Price,Total Selling Price
1687,,,5.0,27000.0,"0,340","4,99",250.0,"0,340",9180,"0,16","1468,80","0,39€","10648,80"
1688,,,6.0,32400.0,"0,340","4,99",250.0,"0,340",11016,"0,15","1652,40","0,39€","12668,40"
1689,,,7.0,37800.0,"0,340","4,99",250.0,"0,340",12852,"0,14","1799,28","0,39€","14651,28"
1690,,,8.0,43200.0,"0,340","4,99",250.0,"0,340",14688,"0,13","1909,44","0,38€","16597,44"
1691,,,9.0,48600.0,"0,340","4,99",250.0,"0,340",16524,"0,12","1982,88","0,38€","18506,88"
1692,,,10.0,54000.0,"0,340","4,99",250.0,"0,340",18360,"0,10","1836,00","0,37€","20196,00"
1693,,,,,,,,,,,,,
1694,200461020000,"Rechteckige Palmblatt-Serviertabletts 25 x 15 cm (Rechteckig) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,280.0,"0,350","4,99",250.0,"0,36","102,99","0,45","46,34","0,53€","149,32"
1695,,,2.0,480.0,"0,350","4,99",250.0,"0,36","172,99","0,42","72,65","0,51€","245,64"
1696,,,3.0,680.0,"0,350","4,99",250.0,"0,35","242,98","0,38","92,33","0,49€","335,32"
1697,,,4.0,880.0,"0,350","4,99",250.0,"0,35","308,0","0,36","110,88","0,47€","418,88"
1698,,,5.0,1080.0,"0,350","4,99",250.0,"0,35","378,0","0,34","128,52","0,46€","506,52"
1699,,,6.0,1280.0,"0,350","4,99",250.0,"0,35","448,0","0,32","143,36","0,46€","591,36"
1700,,,7.0,1480.0,"0,350","4,99",250.0,"0,35","518,0","0,28","145,04","0,44€","663,04"
1701,,,8.0,1680.0,"0,350","4,99",250.0,"0,35","588,0","0,26","152,88","0,44€","740,88"
1702,,,9.0,1880.0,"0,350","4,99",250.0,"0,35","658,0","0,24","157,92","0,43€","815,92"
1703,,,10.0,2080.0,"0,350","4,99",250.0,"0,35","728,0","0,22","160,16","0,42€","888,16"
1704,,,,,,,,,,,,,
1705,200461020000-PAL,"Rechteckige Palmblatt-Serviertabletts 25 x 15 cm (Rechteckig) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 24 , Kartons auf Palette
 = 12",1.0,7200.0,"0,350","4,99",250.0,"0,350",2520,"0,20","504,00","0,42€","3024,00"
1706,,,2.0,14400.0,"0,350","4,99",250.0,"0,350",5040,"0,19","957,60","0,42€","5997,60"
1707,,,3.0,21600.0,"0,350","4,99",250.0,"0,350",7560,"0,18","1360,80","0,41€","8920,80"
1708,,,4.0,28800.0,"0,350","4,99",250.0,"0,350",10080,"0,17","1713,60","0,41€","11793,60"
1709,,,5.0,36000.0,"0,350","4,99",250.0,"0,350",12600,"0,16","2016,00","0,41€","14616,00"
1710,,,6.0,43200.0,"0,350","4,99",250.0,"0,350",15120,"0,15","2268,00","0,40€","17388,00"
1711,,,7.0,50400.0,"0,350","4,99",250.0,"0,350",17640,"0,14","2469,60","0,40€","20109,60"
1712,,,8.0,57600.0,"0,350","4,99",250.0,"0,350",20160,"0,13","2620,80","0,40€","22780,80"
1713,,,9.0,64800.0,"0,350","4,99",250.0,"0,350",22680,"0,12","2721,60","0,39€","25401,60"
1714,,,10.0,72000.0,"0,350","4,99",250.0,"0,350",25200,"0,10","2520,00","0,39€","27720,00"
1715,,,,,,,,,,,,,
1716,200462020000,"Palmblatt-Serviertabletts 30 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,220.0,"0,460","4,99",250.0,"0,48","106,19","0,45","47,78","0,69€","153,97"
1717,,,2.0,320.0,"0,460","4,99",250.0,"0,47","152,19","0,42","63,91","0,67€","216,10"
1718,,,3.0,420.0,"0,460","4,99",250.0,"0,47","198,19","0,38","75,31","0,65€","273,5"
1719,,,4.0,520.0,"0,460","4,99",250.0,"0,46","244,19","0,36","87,90","0,63€","332,09"
1720,,,5.0,620.0,"0,460","4,99",250.0,"0,45","285,2","0,34","96,96","0,61€","382,15"
1721,,,6.0,720.0,"0,460","4,99",250.0,"0,45","331,2","0,32","105,98","0,60€","437,18"
1722,,,7.0,820.0,"0,460","4,99",250.0,"0,45","377,2","0,28","105,61","0,58€","482,81"
1723,,,8.0,920.0,"0,460","4,99",250.0,"0,46","423,20","0,26","110,03","0,57€","533,23"
1724,,,9.0,1020.0,"0,460","4,99",250.0,"0,46","469,20","0,24","112,60","0,57€","581,80"
1725,,,10.0,1120.0,"0,460","4,99",250.0,"0,46","515,2","0,22","113,34","0,56€","628,54"
1726,,,,,,,,,,,,,
1727,200462020000-PAL,"Palmblatt-Serviertabletts 30 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,5400.0,"0,460","4,99",250.0,"0,460",2484,"0,20","496,80","0,55€","2980,80"
1728,,,2.0,10800.0,"0,460","4,99",250.0,"0,460",4968,"0,19","943,92","0,55€","5911,92"
1729,,,3.0,16200.0,"0,460","4,99",250.0,"0,460",7452,"0,18","1341,36","0,54€","8793,36"
1730,,,4.0,21600.0,"0,460","4,99",250.0,"0,460",9936,"0,17","1689,12","0,54€","11625,12"
1731,,,5.0,27000.0,"0,460","4,99",250.0,"0,460",12420,"0,16","1987,20","0,53€","14407,20"
1732,,,6.0,32400.0,"0,460","4,99",250.0,"0,460",14904,"0,15","2235,60","0,53€","17139,60"
1733,,,7.0,37800.0,"0,460","4,99",250.0,"0,460",17388,"0,14","2434,32","0,52€","19822,32"
1734,,,8.0,43200.0,"0,460","4,99",250.0,"0,460",19872,"0,13","2583,36","0,52€","22455,36"
1735,,,9.0,48600.0,"0,460","4,99",250.0,"0,460",22356,"0,12","2682,72","0,52€","25038,72"
1736,,,10.0,54000.0,"0,460","4,99",250.0,"0,460",24840,"0,10","2484,00","0,51€","27324,00"
1737,,,,,,,,,,,,,
1738,200463020000,"Palmblatt-Serviertabletts 35 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 9 , Kartons auf Palette
 = 12",1.0,200.0,"0,500","4,99",250.0,"0,52","104,99","0,45","47,24","0,76€","152,23"
1739,,,2.0,300.0,"0,500","4,99",250.0,"0,51","154,99","0,42","65,09","0,73€","220,08"
1740,,,3.0,400.0,"0,500","4,99",250.0,"0,51","204,99","0,38","77,89","0,70€","282,88"
1741,,,4.0,500.0,"0,500","4,99",250.0,"0,5","250,0","0,36","90,0","0,68€","340,0"
1742,,,5.0,600.0,"0,500","4,99",250.0,"0,5","300,0","0,34","102,00","0,67€","402,0"
1743,,,6.0,700.0,"0,500","4,99",250.0,"0,5","350,0","0,32","112,0","0,66€","462,0"
1744,,,7.0,800.0,"0,500","4,99",250.0,"0,5","400,0","0,28","112,00","0,64€","512,0"
1745,,,8.0,900.0,"0,500","4,99",250.0,"0,5","450,0","0,26","117,0","0,63€","567,0"
1746,,,9.0,1000.0,"0,500","4,99",250.0,"0,5","500,0","0,24","120,0","0,62€","620,0"
1747,,,10.0,1100.0,"0,500","4,99",250.0,"0,5","550,0","0,22","121,0","0,61€","671,0"
1748,,,,,,,,,,,,,
1749,200463020000-PAL,"Palmblatt-Serviertabletts 35 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 9 , Kartons auf Palette
 = 12",1.0,2700.0,"0,500","4,99",250.0,"0,500",1350,"0,20","270,00","0,60€","1620,00"
1750,,,2.0,5400.0,"0,500","4,99",250.0,"0,500",2700,"0,19","513,00","0,60€","3213,00"
1751,,,3.0,8100.0,"0,500","4,99",250.0,"0,500",4050,"0,18","729,00","0,59€","4779,00"
1752,,,4.0,10800.0,"0,500","4,99",250.0,"0,500",5400,"0,17","918,00","0,59€","6318,00"
1753,,,5.0,13500.0,"0,500","4,99",250.0,"0,500",6750,"0,16","1080,00","0,58€","7830,00"
1754,,,6.0,16200.0,"0,500","4,99",250.0,"0,500",8100,"0,15","1215,00","0,58€","9315,00"
1755,,,7.0,18900.0,"0,500","4,99",250.0,"0,500",9450,"0,14","1323,00","0,57€","10773,00"
1756,,,8.0,21600.0,"0,500","4,99",250.0,"0,500",10800,"0,13","1404,00","0,57€","12204,00"
1757,,,9.0,24300.0,"0,500","4,99",250.0,"0,500",12150,"0,12","1458,00","0,56€","13608,00"
1758,,,10.0,27000.0,"0,500","4,99",250.0,"0,500",13500,"0,10","1350,00","0,55€","14850,00"
1759,,,,,,,,,,,,,
1760,200464020000,"Palmblatt-Serviertabletts 38 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,180.0,"0,550","4,99",250.0,"0,57","103,99","0,45","46,79","0,83€","150,78"
1761,,,2.0,280.0,"0,550","4,99",250.0,"0,56","158,99","0,42","66,77","0,80€","225,76"
1762,,,3.0,380.0,"0,550","4,99",250.0,"0,56","213,99","0,38","81,31","0,77€","295,30"
1763,,,4.0,480.0,"0,550","4,99",250.0,"0,55","264,0","0,36","95,03","0,74€","359,03"
1764,,,5.0,580.0,"0,550","4,99",250.0,"0,55","319,0","0,34","108,46","0,73€","427,46"
1765,,,6.0,680.0,"0,550","4,99",250.0,"0,55","374,00","0,32","119,68","0,72€","493,68"
1766,,,7.0,780.0,"0,550","4,99",250.0,"0,55","429,00","0,28","120,12","0,70€","549,12"
1767,,,8.0,880.0,"0,550","4,99",250.0,"0,55","484,00","0,26","125,84","0,69€","609,84"
1768,,,9.0,980.0,"0,550","4,99",250.0,"0,55","539,0","0,24","129,35","0,68€","668,35"
1769,,,10.0,1080.0,"0,550","4,99",250.0,"0,55","594,0","0,22","130,68","0,67€","724,68"
1770,,,,,,,,,,,,,
1771,200464020000-PAL,"Palmblatt-Serviertabletts 38 cm , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,3600.0,"0,550","4,99",250.0,"0,550",1980,"0,20","396,00","0,66€","2376,00"
1772,,,2.0,7200.0,"0,550","4,99",250.0,"0,550",3960,"0,19","752,40","0,65€","4712,40"
1773,,,3.0,10800.0,"0,550","4,99",250.0,"0,550",5940,"0,18","1069,20","0,65€","7009,20"
1774,,,4.0,14400.0,"0,550","4,99",250.0,"0,550",7920,"0,17","1346,40","0,64€","9266,40"
1775,,,5.0,18000.0,"0,550","4,99",250.0,"0,550",9900,"0,16","1584,00","0,64€","11484,00"
1776,,,6.0,21600.0,"0,550","4,99",250.0,"0,550",11880,"0,15","1782,00","0,63€","13662,00"
1777,,,7.0,25200.0,"0,550","4,99",250.0,"0,550",13860,"0,14","1940,40","0,63€","15800,40"
1778,,,8.0,28800.0,"0,550","4,99",250.0,"0,550",15840,"0,13","2059,20","0,62€","17899,20"
1779,,,9.0,32400.0,"0,550","4,99",250.0,"0,550",17820,"0,12","2138,40","0,62€","19958,40"
1780,,,10.0,36000.0,"0,550","4,99",250.0,"0,550",19800,"0,10","1980,00","0,61€","21780,00"
1781,,,,,,,,,,,,,
1782,200465020000,"Ovale Palmblatt-Serviertabletts 31 cm (klein) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,280.0,"0,350","4,99",250.0,"0,36","102,99","0,45","46,34","0,53€","149,32"
1783,,,2.0,480.0,"0,350","4,99",250.0,"0,36","172,99","0,42","72,65","0,51€","245,64"
1784,,,3.0,680.0,"0,350","4,99",250.0,"0,35","242,98","0,38","92,33","0,49€","335,32"
1785,,,4.0,880.0,"0,350","4,99",250.0,"0,35","308,0","0,36","110,88","0,47€","418,88"
1786,,,5.0,1080.0,"0,350","4,99",250.0,"0,35","378,0","0,34","128,52","0,46€","506,52"
1787,,,6.0,1280.0,"0,350","4,99",250.0,"0,35","448,0","0,32","143,36","0,46€","591,36"
1788,,,7.0,1480.0,"0,350","4,99",250.0,"0,35","518,0","0,28","145,04","0,44€","663,04"
1789,,,8.0,1680.0,"0,350","4,99",250.0,"0,35","588,0","0,26","152,88","0,44€","740,88"
1790,,,9.0,1880.0,"0,350","4,99",250.0,"0,35","658,0","0,24","157,92","0,43€","815,92"
1791,,,10.0,2080.0,"0,350","4,99",250.0,"0,35","728,0","0,22","160,16","0,42€","888,16"
1792,,,,,,,,,,,,,
1793,200465020000-PAL,"Ovale Palmblatt-Serviertabletts 31 cm (klein) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 18 , Kartons auf Palette
 = 12",1.0,5400.0,"0,350","4,99",250.0,"0,350",1890,"0,20","378,00","0,42€","2268,00"
1794,,,2.0,10800.0,"0,350","4,99",250.0,"0,350",3780,"0,19","718,20","0,42€","4498,20"
1795,,,3.0,16200.0,"0,350","4,99",250.0,"0,350",5670,"0,18","1020,60","0,41€","6690,60"
1796,,,4.0,21600.0,"0,350","4,99",250.0,"0,350",7560,"0,17","1285,20","0,41€","8845,20"
1797,,,5.0,27000.0,"0,350","4,99",250.0,"0,350",9450,"0,16","1512,00","0,41€","10962,00"
1798,,,6.0,32400.0,"0,350","4,99",250.0,"0,350",11340,"0,15","1701,00","0,40€","13041,00"
1799,,,7.0,37800.0,"0,350","4,99",250.0,"0,350",13230,"0,14","1852,20","0,40€","15082,20"
1800,,,8.0,43200.0,"0,350","4,99",250.0,"0,350",15120,"0,13","1965,60","0,40€","17085,60"
1801,,,9.0,48600.0,"0,350","4,99",250.0,"0,350",17010,"0,12","2041,20","0,39€","19051,20"
1802,,,10.0,54000.0,"0,350","4,99",250.0,"0,350",18900,"0,10","1890,00","0,39€","20790,00"
1803,,,,,,,,,,,,,
1804,200466020000,"Ovale Palmblatt-Serviertabletts 36 cm (mittel) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,205.0,"0,470","4,99",250.0,"0,49","101,33","0,45","45,60","0,71€","146,94"
1805,,,2.0,330.0,"0,470","4,99",250.0,"0,48","160,09","0,42","67,23","0,68€","227,32"
1806,,,3.0,455.0,"0,470","4,99",250.0,"0,48","218,84","0,38","83,15","0,66€","301,99"
1807,,,4.0,580.0,"0,470","4,99",250.0,"0,46","272,59","0,36","98,13","0,63€","370,72"
1808,,,5.0,705.0,"0,470","4,99",250.0,"0,47","331,34","0,34","112,65","0,62€","444,0"
1809,,,6.0,830.0,"0,470","4,99",250.0,"0,47","390,09","0,32","124,83","0,62€","514,93"
1810,,,7.0,955.0,"0,470","4,99",250.0,"0,47","448,84","0,28","125,67","0,60€","574,52"
1811,,,8.0,1080.0,"0,470","4,99",250.0,"0,47","507,59","0,26","131,97","0,59€","639,56"
1812,,,9.0,1205.0,"0,470","4,99",250.0,"0,47","566,35","0,24","135,92","0,58€","702,27"
1813,,,10.0,1330.0,"0,470","4,99",250.0,"0,46","625,09","0,22","137,52","0,57€","762,61"
1814,,,,,,,,,,,,,
1815,200466020000-PAL,"Ovale Palmblatt-Serviertabletts 36 cm (mittel) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 12 , Kartons auf Palette
 = 12",1.0,3600.0,"0,470","4,99",250.0,"0,470",1692,"0,20","338,40","0,56€","2030,40"
1816,,,2.0,7200.0,"0,470","4,99",250.0,"0,470",3384,"0,19","642,96","0,56€","4026,96"
1817,,,3.0,10800.0,"0,470","4,99",250.0,"0,470",5076,"0,18","913,68","0,55€","5989,68"
1818,,,4.0,14400.0,"0,470","4,99",250.0,"0,470",6768,"0,17","1150,56","0,55€","7918,56"
1819,,,5.0,18000.0,"0,470","4,99",250.0,"0,470",8460,"0,16","1353,60","0,55€","9813,60"
1820,,,6.0,21600.0,"0,470","4,99",250.0,"0,470",10152,"0,15","1522,80","0,54€","11674,80"
1821,,,7.0,25200.0,"0,470","4,99",250.0,"0,470",11844,"0,14","1658,16","0,54€","13502,16"
1822,,,8.0,28800.0,"0,470","4,99",250.0,"0,470",13536,"0,13","1759,68","0,53€","15295,68"
1823,,,9.0,32400.0,"0,470","4,99",250.0,"0,470",15228,"0,12","1827,36","0,53€","17055,36"
1824,,,10.0,36000.0,"0,470","4,99",250.0,"0,470",16920,"0,10","1692,00","0,52€","18612,00"
1825,,,,,,,,,,,,,
1826,200467020000,"Ovale Palmblatt-Serviertabletts 40 cm (groß) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 4 , Kartons auf Palette
 = 12",1.0,140.0,"0,710","4,99",250.0,"0,74","104,38","0,45","46,97","1,08€","151,35"
1827,,,2.0,240.0,"0,710","4,99",250.0,"0,73","175,39","0,42","73,66","1,03€","249,04"
1828,,,3.0,340.0,"0,710","4,99",250.0,"0,72","246,39","0,38","93,62","1,00€","340,01"
1829,,,4.0,440.0,"0,710","4,99",250.0,"0,71","312,4","0,36","112,46","0,96€","424,85"
1830,,,5.0,540.0,"0,710","4,99",250.0,"0,71","383,4","0,34","130,35","0,95€","513,75"
1831,,,6.0,640.0,"0,710","4,99",250.0,"0,71","454,4","0,32","145,40","0,93€","599,8"
1832,,,7.0,740.0,"0,710","4,99",250.0,"0,71","525,4","0,28","147,11","0,90€","672,51"
1833,,,8.0,840.0,"0,710","4,99",250.0,"0,71","596,4","0,26","155,06","0,89€","751,46"
1834,,,9.0,940.0,"0,710","4,99",250.0,"0,71","667,4","0,24","160,17","0,88€","827,56"
1835,,,10.0,1040.0,"0,710","4,99",250.0,"0,71","738,4","0,22","162,44","0,86€","900,83"
1836,,,,,,,,,,,,,
1837,200467020000-PAL,"Ovale Palmblatt-Serviertabletts 40 cm (groß) , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = , VE je Karton = 4 , Kartons auf Palette
 = 12",2.0,2400.0,"0,710","4,99",250.0,"0,710",1704,"0,20","340,80","0,85€","2044,80"
1838,,,4.0,4800.0,"0,710","4,99",250.0,"0,710",3408,"0,19","647,52","0,84€","4055,52"
1839,,,6.0,7200.0,"0,710","4,99",250.0,"0,710",5112,"0,18","920,16","0,84€","6032,16"
1840,,,8.0,9600.0,"0,710","4,99",250.0,"0,710",6816,"0,17","1158,72","0,83€","7974,72"
1841,,,10.0,12000.0,"0,710","4,99",250.0,"0,710",8520,"0,16","1363,20","0,82€","9883,20"
1842,,,12.0,14400.0,"0,710","4,99",250.0,"0,710",10224,"0,15","1533,60","0,82€","11757,60"
1843,,,14.0,16800.0,"0,710","4,99",250.0,"0,710",11928,"0,14","1669,92","0,81€","13597,92"
1844,,,16.0,19200.0,"0,710","4,99",250.0,"0,710",13632,"0,13","1772,16","0,80€","15404,16"
1845,,,18.0,21600.0,"0,710","4,99",250.0,"0,710",15336,"0,12","1840,32","0,80€","17176,32"
1846,,,20.0,24000.0,"0,710","4,99",250.0,"0,710",17040,"0,10","1704,00","0,78€","18744,00"
1847,,,,,,,,,,,,,
1848,200470020000,"Einweg-Palmblatt-
Container Box 250g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 32 , Kartons auf Palette
 = 12",1.0,200.0,"0,560","4,99",250.0,"0,585","116,99","0,45","52,65","0,85€","169,64"
1849,,,2.0,400.0,"0,560","4,99",250.0,"0,572","228,99","0,42","96,18","0,81€","325,17"
1850,,,3.0,600.0,"0,560","4,99",250.0,"0,560",336,"0,38","127,68","0,77€","463,68"
1851,,,4.0,800.0,"0,560","4,99",250.0,"0,560",448,"0,36","161,28","0,76€","609,28"
1852,,,5.0,1000.0,"0,560","4,99",250.0,"0,560",560,"0,34","190,40","0,75€","750,40"
1853,,,6.0,1200.0,"0,560","4,99",250.0,"0,560",672,"0,32","215,04","0,74€","887,04"
1854,,,7.0,1400.0,"0,560","4,99",250.0,"0,560",784,"0,28","219,52","0,72€","1003,52"
1855,,,8.0,1600.0,"0,560","4,99",250.0,"0,560",896,"0,26","232,96","0,71€","1128,96"
1856,,,9.0,1800.0,"0,560","4,99",250.0,"0,560",1008,"0,24","241,92","0,69€","1249,92"
1857,,,10.0,2000.0,"0,560","4,99",250.0,"0,560",1120,"0,22","246,40","0,68€","1366,40"
1858,,,,,,,,,,,,,
1859,200470020000-PAL,"Einweg-Palmblatt-
Container Box 250g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 32 , Kartons auf Palette
 = 12",1.0,7120.0,"0,560","4,99",250.0,"0,56","3987,20","0,20","797,44","0,67€","4784,64"
1860,,,2.0,16720.0,"0,560","4,99",250.0,"0,56","9363,2","0,19","1779,00","0,66€","11142,2"
1861,,,3.0,26320.0,"0,560","4,99",250.0,"0,56","14739,2","0,18","2653,05","0,66€","17392,25"
1862,,,4.0,35920.0,"0,560","4,99",250.0,"0,56","20115,2","0,17","3419,58","0,65€","23534,78"
1863,,,5.0,45520.0,"0,560","4,99",250.0,"0,56","25491,2","0,16","4078,59","0,64€","29569,79"
1864,,,6.0,55120.0,"0,560","4,99",250.0,"0,56","30867,20","0,15","4630,08","0,64€","35497,28"
1865,,,7.0,64720.0,"0,560","4,99",250.0,"0,56","36243,20","0,14","5074,04","0,63€","41317,24"
1866,,,8.0,74320.0,"0,560","4,99",250.0,"0,56","41619,20","0,13","5410,49","0,63€","47029,69"
1867,,,9.0,83920.0,"0,560","4,99",250.0,"0,56","46995,20","0,12","5639,42","0,62€","52634,62"
1868,,,10.0,93520.0,"0,560","4,99",250.0,"0,56","52371,20","0,10","5237,12","0,61€","57608,32"
1869,,,,,,,,,,,,,
1870,200471020000,"Einweg-Palmblatt-
Container Box 500g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,165.0,"0,620","4,99",250.0,"0,65","107,28","0,45","48,28","0,94€","155,57"
1871,,,2.0,290.0,"0,620","4,99",250.0,"0,63","184,79","0,42","77,61","0,90€","262,40"
1872,,,3.0,415.0,"0,620","4,99",250.0,"0,62","257,3","0,38","97,77","0,85€","355,07"
1873,,,4.0,540.0,"0,620","4,99",250.0,"0,62","334,8","0,36","120,52","0,84€","455,32"
1874,,,5.0,665.0,"0,620","4,99",250.0,"0,62","412,3","0,34","140,18","0,83€","552,48"
1875,,,6.0,790.0,"0,620","4,99",250.0,"0,62","489,8","0,32","156,73","0,81€","646,53"
1876,,,7.0,915.0,"0,620","4,99",250.0,"0,62","567,3","0,28","158,84","0,79€","726,14"
1877,,,8.0,1040.0,"0,620","4,99",250.0,"0,62","644,8","0,26","167,64","0,78€","812,43"
1878,,,9.0,1165.0,"0,620","4,99",250.0,"0,62","722,3","0,24","173,35","0,76€","895,65"
1879,,,10.0,1290.0,"0,620","4,99",250.0,"0,62","799,8","0,22","175,95","0,75€","975,75"
1880,,,,,,,,,,,,,
1881,200471020000-PAL,"Einweg-Palmblatt-
Container Box 500g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 15 , Kartons auf Palette
 = 12",1.0,4500.0,"0,620","4,99",250.0,"0,620",2790,"0,20","558,00","0,74€","3348,00"
1882,,,2.0,9000.0,"0,620","4,99",250.0,"0,620",5580,"0,19","1060,20","0,74€","6640,20"
1883,,,3.0,13500.0,"0,620","4,99",250.0,"0,620",8370,"0,18","1506,60","0,73€","9876,60"
1884,,,4.0,18000.0,"0,620","4,99",250.0,"0,620",11160,"0,17","1897,20","0,73€","13057,20"
1885,,,5.0,22500.0,"0,620","4,99",250.0,"0,620",13950,"0,16","2232,00","0,72€","16182,00"
1886,,,6.0,27000.0,"0,620","4,99",250.0,"0,620",16740,"0,15","2511,00","0,71€","19251,00"
1887,,,7.0,31500.0,"0,620","4,99",250.0,"0,620",19530,"0,14","2734,20","0,71€","22264,20"
1888,,,8.0,36000.0,"0,620","4,99",250.0,"0,620",22320,"0,13","2901,60","0,70€","25221,60"
1889,,,9.0,40500.0,"0,620","4,99",250.0,"0,620",25110,"0,12","3013,20","0,69€","28123,20"
1890,,,10.0,45000.0,"0,620","4,99",250.0,"0,620",27900,"0,10","2790,00","0,68€","30690,00"
1891,,,,,,,,,,,,,
1892,200472020000,"Einweg-Palmblatt-
Container Box 750g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 8 , Kartons auf Palette
 = 12",1.0,160.0,"0,670","4,99",250.0,"0,70","112,19","0,45","50,48","1,01€","162,67"
1893,,,2.0,260.0,"0,670","4,99",250.0,"0,68","179,19","0,42","75,25","0,97€","254,44"
1894,,,3.0,360.0,"0,670","4,99",250.0,"0,68","246,19","0,38","93,55","0,94€","339,74"
1895,,,4.0,460.0,"0,670","4,99",250.0,"0,67","308,20","0,36","110,95","0,91€","419,15"
1896,,,5.0,560.0,"0,670","4,99",250.0,"0,67","375,20","0,34","127,56","0,89€","502,76"
1897,,,6.0,660.0,"0,670","4,99",250.0,"0,67","442,20","0,32","141,50","0,88€","583,7"
1898,,,7.0,760.0,"0,670","4,99",250.0,"0,67","509,20","0,28","142,57","0,85€","651,77"
1899,,,8.0,860.0,"0,670","4,99",250.0,"0,67","576,2","0,26","149,81","0,84€","726,01"
1900,,,9.0,960.0,"0,670","4,99",250.0,"0,67","643,2","0,24","154,36","0,83€","797,56"
1901,,,10.0,1060.0,"0,670","4,99",250.0,"0,67","710,2","0,22","156,24","0,81€","866,44"
1902,,,,,,,,,,,,,
1903,200472020000-PAL,"Einweg-Palmblatt-
Container Box 750g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 8 , Kartons auf Palette
 = 12",1.0,2400.0,"0,670","4,99",250.0,"0,670",1608,"0,20","321,60","0,80€","1929,60"
1904,,,2.0,4800.0,"0,670","4,99",250.0,"0,670",3216,"0,19","611,04","0,80€","3827,04"
1905,,,3.0,7200.0,"0,670","4,99",250.0,"0,670",4824,"0,18","868,32","0,79€","5692,32"
1906,,,4.0,9600.0,"0,670","4,99",250.0,"0,670",6432,"0,17","1093,44","0,78€","7525,44"
1907,,,5.0,12000.0,"0,670","4,99",250.0,"0,670",8040,"0,16","1286,40","0,78€","9326,40"
1908,,,6.0,14400.0,"0,670","4,99",250.0,"0,670",9648,"0,15","1447,20","0,77€","11095,20"
1909,,,7.0,16800.0,"0,670","4,99",250.0,"0,670",11256,"0,14","1575,84","0,76€","12831,84"
1910,,,8.0,19200.0,"0,670","4,99",250.0,"0,670",12864,"0,13","1672,32","0,76€","14536,32"
1911,,,9.0,21600.0,"0,670","4,99",250.0,"0,670",14472,"0,12","1736,64","0,75€","16208,64"
1912,,,10.0,24000.0,"0,670","4,99",250.0,"0,670",16080,"0,10","1608,00","0,74€","17688,00"
1913,,,,,,,,,,,,,
1914,200473020000,"Einweg-Palmblatt-
Container Box 1000g , Anzahl 
pro Verp. = 25 Stück , Umverpackung/ VE = Box+Deckel je 25 Stück , VE je Karton = 5 , Kartons auf Palette
 = 12",1.0,145.0,"0,730","4,99",250.0,"0,76","110,83","0,45","49,87","1,10€","160,70"
1915,,,2.0,270.0,"0,730","4,99",250.0,"0,74","202,09","0,42","84,87","1,06€","286,96"
1916,,,3.0,395.0,"0,730","4,99",250.0,"0,72","288,34","0,38","109,57","1,00€","397,91"
1917,,,4.0,520.0,"0,730","4,99",250.0,"0,73","379,59","0,36","136,65","0,99€","516,25"
1918,,,5.0,645.0,"0,730","4,99",250.0,"0,73","470,84","0,34","160,08","0,97€","630,93"
1919,,,6.0,770.0,"0,730","4,99",250.0,"0,73","562,1","0,32","179,87","0,96€","741,97"
